cell_id,intent,archetype,occasion,occasion_archetype,season,gender,formality,time,sample_profile_id
c_02632,occasion_recommendation,edgy,beach_day,beach_vacation,spring,male,casual,daytime,p_022_edgy_male
c_02633,occasion_recommendation,edgy,beach_day,beach_vacation,spring,female,casual,daytime,p_023_edgy_female
c_02634,occasion_recommendation,edgy,beach_day,beach_vacation,summer,male,casual,daytime,p_022_edgy_male
c_02635,occasion_recommendation,edgy,beach_day,beach_vacation,summer,female,casual,daytime,p_023_edgy_female
c_02636,occasion_recommendation,edgy,vacation_dinner,beach_vacation,spring,male,smart_casual,evening,p_022_edgy_male
c_02637,occasion_recommendation,edgy,vacation_dinner,beach_vacation,spring,female,smart_casual,evening,p_023_edgy_female
c_02638,occasion_recommendation,edgy,vacation_dinner,beach_vacation,summer,male,smart_casual,evening,p_022_edgy_male
c_02639,occasion_recommendation,edgy,vacation_dinner,beach_vacation,summer,female,smart_casual,evening,p_023_edgy_female
c_02640,occasion_recommendation,edgy,travel_day,beach_vacation,spring,male,casual,flexible,p_022_edgy_male
c_02641,occasion_recommendation,edgy,travel_day,beach_vacation,spring,female,casual,flexible,p_023_edgy_female
c_02642,occasion_recommendation,edgy,travel_day,beach_vacation,summer,male,casual,flexible,p_022_edgy_male
c_02643,occasion_recommendation,edgy,travel_day,beach_vacation,summer,female,casual,flexible,p_023_edgy_female
c_02644,occasion_recommendation,edgy,travel_day,beach_vacation,autumn,male,casual,flexible,p_022_edgy_male
c_02645,occasion_recommendation,edgy,travel_day,beach_vacation,autumn,female,casual,flexible,p_023_edgy_female
c_02646,occasion_recommendation,edgy,travel_day,beach_vacation,winter,male,casual,flexible,p_022_edgy_male
c_02647,occasion_recommendation,edgy,travel_day,beach_vacation,winter,female,casual,flexible,p_023_edgy_female
c_02648,occasion_recommendation,edgy,first_date,dating,spring,male,smart_casual,evening,p_022_edgy_male
c_02649,occasion_recommendation,edgy,first_date,dating,spring,female,smart_casual,evening,p_023_edgy_female
c_02650,occasion_recommendation,edgy,first_date,dating,summer,male,smart_casual,evening,p_022_edgy_male
c_02651,occasion_recommendation,edgy,first_date,dating,summer,female,smart_casual,evening,p_023_edgy_female
c_02652,occasion_recommendation,edgy,first_date,dating,autumn,male,smart_casual,evening,p_022_edgy_male
c_02653,occasion_recommendation,edgy,first_date,dating,autumn,female,smart_casual,evening,p_023_edgy_female
c_02654,occasion_recommendation,edgy,first_date,dating,winter,male,smart_casual,evening,p_022_edgy_male
c_02655,occasion_recommendation,edgy,first_date,dating,winter,female,smart_casual,evening,p_023_edgy_female
c_02656,occasion_recommendation,edgy,date_night,dating,spring,male,smart_casual,evening,p_022_edgy_male
c_02657,occasion_recommendation,edgy,date_night,dating,spring,female,smart_casual,evening,p_023_edgy_female
c_02658,occasion_recommendation,edgy,date_night,dating,summer,male,smart_casual,evening,p_022_edgy_male
c_02659,occasion_recommendation,edgy,date_night,dating,summer,female,smart_casual,evening,p_023_edgy_female
c_02660,occasion_recommendation,edgy,date_night,dating,autumn,male,smart_casual,evening,p_022_edgy_male
c_02661,occasion_recommendation,edgy,date_night,dating,autumn,female,smart_casual,evening,p_023_edgy_female
c_02662,occasion_recommendation,edgy,date_night,dating,winter,male,smart_casual,evening,p_022_edgy_male
c_02663,occasion_recommendation,edgy,date_night,dating,winter,female,smart_casual,evening,p_023_edgy_female
c_02664,occasion_recommendation,edgy,anniversary_dinner,dating,spring,male,semi_formal,evening,p_022_edgy_male
c_02665,occasion_recommendation,edgy,anniversary_dinner,dating,spring,female,semi_formal,evening,p_023_edgy_female
c_02666,occasion_recommendation,edgy,anniversary_dinner,dating,summer,male,semi_formal,evening,p_022_edgy_male
c_02667,occasion_recommendation,edgy,anniversary_dinner,dating,summer,female,semi_formal,evening,p_023_edgy_female
c_02668,occasion_recommendation,edgy,anniversary_dinner,dating,autumn,male,semi_formal,evening,p_022_edgy_male
c_02669,occasion_recommendation,edgy,anniversary_dinner,dating,autumn,female,semi_formal,evening,p_023_edgy_female
c_02670,occasion_recommendation,edgy,anniversary_dinner,dating,winter,male,semi_formal,evening,p_022_edgy_male
c_02671,occasion_recommendation,edgy,anniversary_dinner,dating,winter,female,semi_formal,evening,p_023_edgy_female
c_02672,occasion_recommendation,edgy,wedding_ceremony,wedding_vibes,spring,male,ceremonial,daytime,p_022_edgy_male
c_02673,occasion_recommendation,edgy,wedding_ceremony,wedding_vibes,spring,female,ceremonial,daytime,p_023_edgy_female
c_02674,occasion_recommendation,edgy,wedding_ceremony,wedding_vibes,summer,male,ceremonial,daytime,p_022_edgy_male
c_02675,occasion_recommendation,edgy,wedding_ceremony,wedding_vibes,summer,female,ceremonial,daytime,p_023_edgy_female
c_02676,occasion_recommendation,edgy,wedding_ceremony,wedding_vibes,autumn,male,ceremonial,daytime,p_022_edgy_male
c_02677,occasion_recommendation,edgy,wedding_ceremony,wedding_vibes,autumn,female,ceremonial,daytime,p_023_edgy_female
c_02678,occasion_recommendation,edgy,wedding_ceremony,wedding_vibes,winter,male,ceremonial,daytime,p_022_edgy_male
c_02679,occasion_recommendation,edgy,wedding_ceremony,wedding_vibes,winter,female,ceremonial,daytime,p_023_edgy_female
c_02680,occasion_recommendation,edgy,wedding_engagement,wedding_vibes,spring,male,ceremonial,evening,p_022_edgy_male
c_02681,occasion_recommendation,edgy,wedding_engagement,wedding_vibes,spring,female,ceremonial,evening,p_023_edgy_female
c_02682,occasion_recommendation,edgy,wedding_engagement,wedding_vibes,summer,male,ceremonial,evening,p_022_edgy_male
c_02683,occasion_recommendation,edgy,wedding_engagement,wedding_vibes,summer,female,ceremonial,evening,p_023_edgy_female
c_02684,occasion_recommendation,edgy,wedding_engagement,wedding_vibes,autumn,male,ceremonial,evening,p_022_edgy_male
c_02685,occasion_recommendation,edgy,wedding_engagement,wedding_vibes,autumn,female,ceremonial,evening,p_023_edgy_female
c_02686,occasion_recommendation,edgy,wedding_engagement,wedding_vibes,winter,male,ceremonial,evening,p_022_edgy_male
c_02687,occasion_recommendation,edgy,wedding_engagement,wedding_vibes,winter,female,ceremonial,evening,p_023_edgy_female
c_02688,occasion_recommendation,edgy,wedding_reception,wedding_vibes,spring,male,ceremonial,evening,p_022_edgy_male
c_02689,occasion_recommendation,edgy,wedding_reception,wedding_vibes,spring,female,ceremonial,evening,p_023_edgy_female
c_02690,occasion_recommendation,edgy,wedding_reception,wedding_vibes,summer,male,ceremonial,evening,p_022_edgy_male
c_02691,occasion_recommendation,edgy,wedding_reception,wedding_vibes,summer,female,ceremonial,evening,p_023_edgy_female
c_02692,occasion_recommendation,edgy,wedding_reception,wedding_vibes,autumn,male,ceremonial,evening,p_022_edgy_male
c_02693,occasion_recommendation,edgy,wedding_reception,wedding_vibes,autumn,female,ceremonial,evening,p_023_edgy_female
c_02694,occasion_recommendation,edgy,wedding_reception,wedding_vibes,winter,male,ceremonial,evening,p_022_edgy_male
c_02695,occasion_recommendation,edgy,wedding_reception,wedding_vibes,winter,female,ceremonial,evening,p_023_edgy_female
c_02696,occasion_recommendation,edgy,sangeet,wedding_vibes,spring,male,ceremonial,evening,p_022_edgy_male
c_02697,occasion_recommendation,edgy,sangeet,wedding_vibes,spring,female,ceremonial,evening,p_023_edgy_female
c_02698,occasion_recommendation,edgy,sangeet,wedding_vibes,summer,male,ceremonial,evening,p_022_edgy_male
c_02699,occasion_recommendation,edgy,sangeet,wedding_vibes,summer,female,ceremonial,evening,p_023_edgy_female
c_02700,occasion_recommendation,edgy,sangeet,wedding_vibes,autumn,male,ceremonial,evening,p_022_edgy_male
c_02701,occasion_recommendation,edgy,sangeet,wedding_vibes,autumn,female,ceremonial,evening,p_023_edgy_female
c_02702,occasion_recommendation,edgy,sangeet,wedding_vibes,winter,male,ceremonial,evening,p_022_edgy_male
c_02703,occasion_recommendation,edgy,sangeet,wedding_vibes,winter,female,ceremonial,evening,p_023_edgy_female
c_02704,occasion_recommendation,edgy,mehndi,wedding_vibes,spring,male,ceremonial,daytime,p_022_edgy_male
c_02705,occasion_recommendation,edgy,mehndi,wedding_vibes,spring,female,ceremonial,daytime,p_023_edgy_female
c_02706,occasion_recommendation,edgy,mehndi,wedding_vibes,summer,male,ceremonial,daytime,p_022_edgy_male
c_02707,occasion_recommendation,edgy,mehndi,wedding_vibes,summer,female,ceremonial,daytime,p_023_edgy_female
c_02708,occasion_recommendation,edgy,mehndi,wedding_vibes,autumn,male,ceremonial,daytime,p_022_edgy_male
c_02709,occasion_recommendation,edgy,mehndi,wedding_vibes,autumn,female,ceremonial,daytime,p_023_edgy_female
c_02710,occasion_recommendation,edgy,mehndi,wedding_vibes,winter,male,ceremonial,daytime,p_022_edgy_male
c_02711,occasion_recommendation,edgy,mehndi,wedding_vibes,winter,female,ceremonial,daytime,p_023_edgy_female
c_02712,pairing_request,classic,daily_office,work_mode,spring,male,smart_casual,daytime,p_000_classic_male
c_02713,pairing_request,classic,daily_office,work_mode,spring,female,smart_casual,daytime,p_001_classic_female
c_02714,pairing_request,classic,daily_office,work_mode,summer,male,smart_casual,daytime,p_000_classic_male
c_02715,pairing_request,classic,daily_office,work_mode,summer,female,smart_casual,daytime,p_001_classic_female
c_02716,pairing_request,classic,daily_office,work_mode,autumn,male,smart_casual,daytime,p_000_classic_male
c_02717,pairing_request,classic,daily_office,work_mode,autumn,female,smart_casual,daytime,p_001_classic_female
c_02718,pairing_request,classic,daily_office,work_mode,winter,male,smart_casual,daytime,p_000_classic_male
c_02719,pairing_request,classic,daily_office,work_mode,winter,female,smart_casual,daytime,p_001_classic_female
c_02720,pairing_request,classic,formal_office,work_mode,spring,male,formal,daytime,p_000_classic_male
c_02721,pairing_request,classic,formal_office,work_mode,spring,female,formal,daytime,p_001_classic_female
c_02722,pairing_request,classic,formal_office,work_mode,summer,male,formal,daytime,p_000_classic_male
c_02723,pairing_request,classic,formal_office,work_mode,summer,female,formal,daytime,p_001_classic_female
c_02724,pairing_request,classic,formal_office,work_mode,autumn,male,formal,daytime,p_000_classic_male
c_02725,pairing_request,classic,formal_office,work_mode,autumn,female,formal,daytime,p_001_classic_female
c_02726,pairing_request,classic,formal_office,work_mode,winter,male,formal,daytime,p_000_classic_male
c_02727,pairing_request,classic,formal_office,work_mode,winter,female,formal,daytime,p_001_classic_female
c_02728,pairing_request,classic,business_meeting,work_mode,spring,male,formal,daytime,p_000_classic_male
c_02729,pairing_request,classic,business_meeting,work_mode,spring,female,formal,daytime,p_001_classic_female
c_02730,pairing_request,classic,business_meeting,work_mode,summer,male,formal,daytime,p_000_classic_male
c_02731,pairing_request,classic,business_meeting,work_mode,summer,female,formal,daytime,p_001_classic_female
c_02732,pairing_request,classic,business_meeting,work_mode,autumn,male,formal,daytime,p_000_classic_male
c_02733,pairing_request,classic,business_meeting,work_mode,autumn,female,formal,daytime,p_001_classic_female
c_02734,pairing_request,classic,business_meeting,work_mode,winter,male,formal,daytime,p_000_classic_male
c_02735,pairing_request,classic,business_meeting,work_mode,winter,female,formal,daytime,p_001_classic_female
c_02736,pairing_request,classic,interview,work_mode,spring,male,formal,daytime,p_000_classic_male
c_02737,pairing_request,classic,interview,work_mode,spring,female,formal,daytime,p_001_classic_female
c_02738,pairing_request,classic,interview,work_mode,summer,male,formal,daytime,p_000_classic_male
c_02739,pairing_request,classic,interview,work_mode,summer,female,formal,daytime,p_001_classic_female
c_02740,pairing_request,classic,interview,work_mode,autumn,male,formal,daytime,p_000_classic_male
c_02741,pairing_request,classic,interview,work_mode,autumn,female,formal,daytime,p_001_classic_female
c_02742,pairing_request,classic,interview,work_mode,winter,male,formal,daytime,p_000_classic_male
c_02743,pairing_request,classic,interview,work_mode,winter,female,formal,daytime,p_001_classic_female
c_02744,pairing_request,classic,workplace_event,work_mode,spring,male,smart_casual,evening,p_000_classic_male
c_02745,pairing_request,classic,workplace_event,work_mode,spring,female,smart_casual,evening,p_001_classic_female
c_02746,pairing_request,classic,workplace_event,work_mode,summer,male,smart_casual,evening,p_000_classic_male
c_02747,pairing_request,classic,workplace_event,work_mode,summer,female,smart_casual,evening,p_001_classic_female
c_02748,pairing_request,classic,workplace_event,work_mode,autumn,male,smart_casual,evening,p_000_classic_male
c_02749,pairing_request,classic,workplace_event,work_mode,autumn,female,smart_casual,evening,p_001_classic_female
c_02750,pairing_request,classic,workplace_event,work_mode,winter,male,smart_casual,evening,p_000_classic_male
c_02751,pairing_request,classic,workplace_event,work_mode,winter,female,smart_casual,evening,p_001_classic_female
c_02752,pairing_request,classic,weekend_brunch,social_casual,spring,male,casual,daytime,p_000_classic_male
c_02753,pairing_request,classic,weekend_brunch,social_casual,spring,female,casual,daytime,p_001_classic_female
c_02754,pairing_request,classic,weekend_brunch,social_casual,summer,male,casual,daytime,p_000_classic_male
c_02755,pairing_request,classic,weekend_brunch,social_casual,summer,female,casual,daytime,p_001_classic_female
c_02756,pairing_request,classic,weekend_brunch,social_casual,autumn,male,casual,daytime,p_000_classic_male
c_02757,pairing_request,classic,weekend_brunch,social_casual,autumn,female,casual,daytime,p_001_classic_female
c_02758,pairing_request,classic,weekend_brunch,social_casual,winter,male,casual,daytime,p_000_classic_male
c_02759,pairing_request,classic,weekend_brunch,social_casual,winter,female,casual,daytime,p_001_classic_female
c_02760,pairing_request,classic,casual_lunch,social_casual,spring,male,casual,daytime,p_000_classic_male
c_02761,pairing_request,classic,casual_lunch,social_casual,spring,female,casual,daytime,p_001_classic_female
c_02762,pairing_request,classic,casual_lunch,social_casual,summer,male,casual,daytime,p_000_classic_male
c_02763,pairing_request,classic,casual_lunch,social_casual,summer,female,casual,daytime,p_001_classic_female
c_02764,pairing_request,classic,casual_lunch,social_casual,autumn,male,casual,daytime,p_000_classic_male
c_02765,pairing_request,classic,casual_lunch,social_casual,autumn,female,casual,daytime,p_001_classic_female
c_02766,pairing_request,classic,casual_lunch,social_casual,winter,male,casual,daytime,p_000_classic_male
c_02767,pairing_request,classic,casual_lunch,social_casual,winter,female,casual,daytime,p_001_classic_female
c_02768,pairing_request,classic,everyday_casual,social_casual,spring,male,casual,flexible,p_000_classic_male
c_02769,pairing_request,classic,everyday_casual,social_casual,spring,female,casual,flexible,p_001_classic_female
c_02770,pairing_request,classic,everyday_casual,social_casual,summer,male,casual,flexible,p_000_classic_male
c_02771,pairing_request,classic,everyday_casual,social_casual,summer,female,casual,flexible,p_001_classic_female
c_02772,pairing_request,classic,everyday_casual,social_casual,autumn,male,casual,flexible,p_000_classic_male
c_02773,pairing_request,classic,everyday_casual,social_casual,autumn,female,casual,flexible,p_001_classic_female
c_02774,pairing_request,classic,everyday_casual,social_casual,winter,male,casual,flexible,p_000_classic_male
c_02775,pairing_request,classic,everyday_casual,social_casual,winter,female,casual,flexible,p_001_classic_female
c_02776,pairing_request,classic,coffee_meetup,social_casual,spring,male,casual,daytime,p_000_classic_male
c_02777,pairing_request,classic,coffee_meetup,social_casual,spring,female,casual,daytime,p_001_classic_female
c_02778,pairing_request,classic,coffee_meetup,social_casual,summer,male,casual,daytime,p_000_classic_male
c_02779,pairing_request,classic,coffee_meetup,social_casual,summer,female,casual,daytime,p_001_classic_female
c_02780,pairing_request,classic,coffee_meetup,social_casual,autumn,male,casual,daytime,p_000_classic_male
c_02781,pairing_request,classic,coffee_meetup,social_casual,autumn,female,casual,daytime,p_001_classic_female
c_02782,pairing_request,classic,coffee_meetup,social_casual,winter,male,casual,daytime,p_000_classic_male
c_02783,pairing_request,classic,coffee_meetup,social_casual,winter,female,casual,daytime,p_001_classic_female
c_02784,pairing_request,classic,shopping_outing,social_casual,spring,male,casual,daytime,p_000_classic_male
c_02785,pairing_request,classic,shopping_outing,social_casual,spring,female,casual,daytime,p_001_classic_female
c_02786,pairing_request,classic,shopping_outing,social_casual,summer,male,casual,daytime,p_000_classic_male
c_02787,pairing_request,classic,shopping_outing,social_casual,summer,female,casual,daytime,p_001_classic_female
c_02788,pairing_request,classic,shopping_outing,social_casual,autumn,male,casual,daytime,p_000_classic_male
c_02789,pairing_request,classic,shopping_outing,social_casual,autumn,female,casual,daytime,p_001_classic_female
c_02790,pairing_request,classic,shopping_outing,social_casual,winter,male,casual,daytime,p_000_classic_male
c_02791,pairing_request,classic,shopping_outing,social_casual,winter,female,casual,daytime,p_001_classic_female
c_02792,pairing_request,classic,cocktail_party,night_out,spring,male,semi_formal,evening,p_000_classic_male
c_02793,pairing_request,classic,cocktail_party,night_out,spring,female,semi_formal,evening,p_001_classic_female
c_02794,pairing_request,classic,cocktail_party,night_out,summer,male,semi_formal,evening,p_000_classic_male
c_02795,pairing_request,classic,cocktail_party,night_out,summer,female,semi_formal,evening,p_001_classic_female
c_02796,pairing_request,classic,cocktail_party,night_out,autumn,male,semi_formal,evening,p_000_classic_male
c_02797,pairing_request,classic,cocktail_party,night_out,autumn,female,semi_formal,evening,p_001_classic_female
c_02798,pairing_request,classic,cocktail_party,night_out,winter,male,semi_formal,evening,p_000_classic_male
c_02799,pairing_request,classic,cocktail_party,night_out,winter,female,semi_formal,evening,p_001_classic_female
c_02800,pairing_request,classic,rooftop_bar,night_out,spring,male,smart_casual,evening,p_000_classic_male
c_02801,pairing_request,classic,rooftop_bar,night_out,spring,female,smart_casual,evening,p_001_classic_female
c_02802,pairing_request,classic,rooftop_bar,night_out,summer,male,smart_casual,evening,p_000_classic_male
c_02803,pairing_request,classic,rooftop_bar,night_out,summer,female,smart_casual,evening,p_001_classic_female
c_02804,pairing_request,classic,rooftop_bar,night_out,autumn,male,smart_casual,evening,p_000_classic_male
c_02805,pairing_request,classic,rooftop_bar,night_out,autumn,female,smart_casual,evening,p_001_classic_female
c_02806,pairing_request,classic,club_night,night_out,spring,male,smart_casual,evening,p_000_classic_male
c_02807,pairing_request,classic,club_night,night_out,spring,female,smart_casual,evening,p_001_classic_female
c_02808,pairing_request,classic,club_night,night_out,summer,male,smart_casual,evening,p_000_classic_male
c_02809,pairing_request,classic,club_night,night_out,summer,female,smart_casual,evening,p_001_classic_female
c_02810,pairing_request,classic,club_night,night_out,autumn,male,smart_casual,evening,p_000_classic_male
c_02811,pairing_request,classic,club_night,night_out,autumn,female,smart_casual,evening,p_001_classic_female
c_02812,pairing_request,classic,club_night,night_out,winter,male,smart_casual,evening,p_000_classic_male
c_02813,pairing_request,classic,club_night,night_out,winter,female,smart_casual,evening,p_001_classic_female
c_02814,pairing_request,classic,dinner_party,night_out,spring,male,smart_casual,evening,p_000_classic_male
c_02815,pairing_request,classic,dinner_party,night_out,spring,female,smart_casual,evening,p_001_classic_female
c_02816,pairing_request,classic,dinner_party,night_out,summer,male,smart_casual,evening,p_000_classic_male
c_02817,pairing_request,classic,dinner_party,night_out,summer,female,smart_casual,evening,p_001_classic_female
c_02818,pairing_request,classic,dinner_party,night_out,autumn,male,smart_casual,evening,p_000_classic_male
c_02819,pairing_request,classic,dinner_party,night_out,autumn,female,smart_casual,evening,p_001_classic_female
c_02820,pairing_request,classic,dinner_party,night_out,winter,male,smart_casual,evening,p_000_classic_male
c_02821,pairing_request,classic,dinner_party,night_out,winter,female,smart_casual,evening,p_001_classic_female
c_02822,pairing_request,classic,gala_dinner,formal_events,spring,male,ceremonial,evening,p_000_classic_male
c_02823,pairing_request,classic,gala_dinner,formal_events,spring,female,ceremonial,evening,p_001_classic_female
c_02824,pairing_request,classic,gala_dinner,formal_events,summer,male,ceremonial,evening,p_000_classic_male
c_02825,pairing_request,classic,gala_dinner,formal_events,summer,female,ceremonial,evening,p_001_classic_female
c_02826,pairing_request,classic,gala_dinner,formal_events,autumn,male,ceremonial,evening,p_000_classic_male
c_02827,pairing_request,classic,gala_dinner,formal_events,autumn,female,ceremonial,evening,p_001_classic_female
c_02828,pairing_request,classic,gala_dinner,formal_events,winter,male,ceremonial,evening,p_000_classic_male
c_02829,pairing_request,classic,gala_dinner,formal_events,winter,female,ceremonial,evening,p_001_classic_female
c_02830,pairing_request,classic,award_ceremony,formal_events,spring,male,ceremonial,evening,p_000_classic_male
c_02831,pairing_request,classic,award_ceremony,formal_events,spring,female,ceremonial,evening,p_001_classic_female
c_02832,pairing_request,classic,award_ceremony,formal_events,summer,male,ceremonial,evening,p_000_classic_male
c_02833,pairing_request,classic,award_ceremony,formal_events,summer,female,ceremonial,evening,p_001_classic_female
c_02834,pairing_request,classic,award_ceremony,formal_events,autumn,male,ceremonial,evening,p_000_classic_male
c_02835,pairing_request,classic,award_ceremony,formal_events,autumn,female,ceremonial,evening,p_001_classic_female
c_02836,pairing_request,classic,award_ceremony,formal_events,winter,male,ceremonial,evening,p_000_classic_male
c_02837,pairing_request,classic,award_ceremony,formal_events,winter,female,ceremonial,evening,p_001_classic_female
c_02838,pairing_request,classic,business_dinner,formal_events,spring,male,formal,evening,p_000_classic_male
c_02839,pairing_request,classic,business_dinner,formal_events,spring,female,formal,evening,p_001_classic_female
c_02840,pairing_request,classic,business_dinner,formal_events,summer,male,formal,evening,p_000_classic_male
c_02841,pairing_request,classic,business_dinner,formal_events,summer,female,formal,evening,p_001_classic_female
c_02842,pairing_request,classic,business_dinner,formal_events,autumn,male,formal,evening,p_000_classic_male
c_02843,pairing_request,classic,business_dinner,formal_events,autumn,female,formal,evening,p_001_classic_female
c_02844,pairing_request,classic,business_dinner,formal_events,winter,male,formal,evening,p_000_classic_male
c_02845,pairing_request,classic,business_dinner,formal_events,winter,female,formal,evening,p_001_classic_female
c_02846,pairing_request,classic,festival,festive,spring,male,smart_casual,flexible,p_000_classic_male
c_02847,pairing_request,classic,festival,festive,spring,female,smart_casual,flexible,p_001_classic_female
c_02848,pairing_request,classic,festival,festive,summer,male,smart_casual,flexible,p_000_classic_male
c_02849,pairing_request,classic,festival,festive,summer,female,smart_casual,flexible,p_001_classic_female
c_02850,pairing_request,classic,festival,festive,autumn,male,smart_casual,flexible,p_000_classic_male
c_02851,pairing_request,classic,festival,festive,autumn,female,smart_casual,flexible,p_001_classic_female
c_02852,pairing_request,classic,festival,festive,winter,male,smart_casual,flexible,p_000_classic_male
c_02853,pairing_request,classic,festival,festive,winter,female,smart_casual,flexible,p_001_classic_female
c_02854,pairing_request,classic,diwali,festive,autumn,male,ceremonial,evening,p_000_classic_male
c_02855,pairing_request,classic,diwali,festive,autumn,female,ceremonial,evening,p_001_classic_female
c_02856,pairing_request,classic,holiday_gathering,festive,winter,male,smart_casual,evening,p_000_classic_male
c_02857,pairing_request,classic,holiday_gathering,festive,winter,female,smart_casual,evening,p_001_classic_female
c_02858,pairing_request,classic,beach_day,beach_vacation,spring,male,casual,daytime,p_000_classic_male
c_02859,pairing_request,classic,beach_day,beach_vacation,spring,female,casual,daytime,p_001_classic_female
c_02860,pairing_request,classic,beach_day,beach_vacation,summer,male,casual,daytime,p_000_classic_male
c_02861,pairing_request,classic,beach_day,beach_vacation,summer,female,casual,daytime,p_001_classic_female
c_02862,pairing_request,classic,vacation_dinner,beach_vacation,spring,male,smart_casual,evening,p_000_classic_male
c_02863,pairing_request,classic,vacation_dinner,beach_vacation,spring,female,smart_casual,evening,p_001_classic_female
c_02864,pairing_request,classic,vacation_dinner,beach_vacation,summer,male,smart_casual,evening,p_000_classic_male
c_02865,pairing_request,classic,vacation_dinner,beach_vacation,summer,female,smart_casual,evening,p_001_classic_female
c_02866,pairing_request,classic,travel_day,beach_vacation,spring,male,casual,flexible,p_000_classic_male
c_02867,pairing_request,classic,travel_day,beach_vacation,spring,female,casual,flexible,p_001_classic_female
c_02868,pairing_request,classic,travel_day,beach_vacation,summer,male,casual,flexible,p_000_classic_male
c_02869,pairing_request,classic,travel_day,beach_vacation,summer,female,casual,flexible,p_001_classic_female
c_02870,pairing_request,classic,travel_day,beach_vacation,autumn,male,casual,flexible,p_000_classic_male
c_02871,pairing_request,classic,travel_day,beach_vacation,autumn,female,casual,flexible,p_001_classic_female
c_02872,pairing_request,classic,travel_day,beach_vacation,winter,male,casual,flexible,p_000_classic_male
c_02873,pairing_request,classic,travel_day,beach_vacation,winter,female,casual,flexible,p_001_classic_female
c_02874,pairing_request,classic,first_date,dating,spring,male,smart_casual,evening,p_000_classic_male
c_02875,pairing_request,classic,first_date,dating,spring,female,smart_casual,evening,p_001_classic_female
c_02876,pairing_request,classic,first_date,dating,summer,male,smart_casual,evening,p_000_classic_male
c_02877,pairing_request,classic,first_date,dating,summer,female,smart_casual,evening,p_001_classic_female
c_02878,pairing_request,classic,first_date,dating,autumn,male,smart_casual,evening,p_000_classic_male
c_02879,pairing_request,classic,first_date,dating,autumn,female,smart_casual,evening,p_001_classic_female
c_02880,pairing_request,classic,first_date,dating,winter,male,smart_casual,evening,p_000_classic_male
c_02881,pairing_request,classic,first_date,dating,winter,female,smart_casual,evening,p_001_classic_female
c_02882,pairing_request,classic,date_night,dating,spring,male,smart_casual,evening,p_000_classic_male
c_02883,pairing_request,classic,date_night,dating,spring,female,smart_casual,evening,p_001_classic_female
c_02884,pairing_request,classic,date_night,dating,summer,male,smart_casual,evening,p_000_classic_male
c_02885,pairing_request,classic,date_night,dating,summer,female,smart_casual,evening,p_001_classic_female
c_02886,pairing_request,classic,date_night,dating,autumn,male,smart_casual,evening,p_000_classic_male
c_02887,pairing_request,classic,date_night,dating,autumn,female,smart_casual,evening,p_001_classic_female
c_02888,pairing_request,classic,date_night,dating,winter,male,smart_casual,evening,p_000_classic_male
c_02889,pairing_request,classic,date_night,dating,winter,female,smart_casual,evening,p_001_classic_female
c_02890,pairing_request,classic,anniversary_dinner,dating,spring,male,semi_formal,evening,p_000_classic_male
c_02891,pairing_request,classic,anniversary_dinner,dating,spring,female,semi_formal,evening,p_001_classic_female
c_02892,pairing_request,classic,anniversary_dinner,dating,summer,male,semi_formal,evening,p_000_classic_male
c_02893,pairing_request,classic,anniversary_dinner,dating,summer,female,semi_formal,evening,p_001_classic_female
c_02894,pairing_request,classic,anniversary_dinner,dating,autumn,male,semi_formal,evening,p_000_classic_male
c_02895,pairing_request,classic,anniversary_dinner,dating,autumn,female,semi_formal,evening,p_001_classic_female
c_02896,pairing_request,classic,anniversary_dinner,dating,winter,male,semi_formal,evening,p_000_classic_male
c_02897,pairing_request,classic,anniversary_dinner,dating,winter,female,semi_formal,evening,p_001_classic_female
c_02898,pairing_request,classic,wedding_ceremony,wedding_vibes,spring,male,ceremonial,daytime,p_000_classic_male
c_02899,pairing_request,classic,wedding_ceremony,wedding_vibes,spring,female,ceremonial,daytime,p_001_classic_female
c_02900,pairing_request,classic,wedding_ceremony,wedding_vibes,summer,male,ceremonial,daytime,p_000_classic_male
c_02901,pairing_request,classic,wedding_ceremony,wedding_vibes,summer,female,ceremonial,daytime,p_001_classic_female
c_02902,pairing_request,classic,wedding_ceremony,wedding_vibes,autumn,male,ceremonial,daytime,p_000_classic_male
c_02903,pairing_request,classic,wedding_ceremony,wedding_vibes,autumn,female,ceremonial,daytime,p_001_classic_female
c_02904,pairing_request,classic,wedding_ceremony,wedding_vibes,winter,male,ceremonial,daytime,p_000_classic_male
c_02905,pairing_request,classic,wedding_ceremony,wedding_vibes,winter,female,ceremonial,daytime,p_001_classic_female
c_02906,pairing_request,classic,wedding_engagement,wedding_vibes,spring,male,ceremonial,evening,p_000_classic_male
c_02907,pairing_request,classic,wedding_engagement,wedding_vibes,spring,female,ceremonial,evening,p_001_classic_female
c_02908,pairing_request,classic,wedding_engagement,wedding_vibes,summer,male,ceremonial,evening,p_000_classic_male
c_02909,pairing_request,classic,wedding_engagement,wedding_vibes,summer,female,ceremonial,evening,p_001_classic_female
c_02910,pairing_request,classic,wedding_engagement,wedding_vibes,autumn,male,ceremonial,evening,p_000_classic_male
c_02911,pairing_request,classic,wedding_engagement,wedding_vibes,autumn,female,ceremonial,evening,p_001_classic_female
c_02912,pairing_request,classic,wedding_engagement,wedding_vibes,winter,male,ceremonial,evening,p_000_classic_male
